Word,Language,Example
exemptée,FRA,"Je suis exemptée de LV1, donc je dois quand même suivre tous les cours de LV1 ?"
exercèrent,FRA,Les Nordistes exercèrent donc d’entrée un pressing gênant les montées de balle olympiennes.
exfolier,FRA,"C’est vrai qu’en hiver, je préfère exfolier sous le jet d’eau chaude."
exfolier,FRA,"N'oubliez pas qu'il faut compléter cette routine avec d'autres soins selon les besoins de votre peau : gommages pour exfolier la peau, masques éclaicissants si vous avez passé plusieurs heures au soleil."
exhalaison,FRA,La mâle exhalaison
exhalaison,FRA,"par la porte ouverte d’une buvette au reste acrimonieuse, inhospitalière de la rue l* (quand des hommes y sont ces hommes sortent et abondamment – plastronnant, paonnant ; ravalants – crachent) : l’exhalaison conjuguée d’un air d’oud et du fleur des sols frais lavés."
exhalant,FRA,"Bombée et dorée, incrustée de cristaux de sucre et exhalant l'eau de fleur d'oranger, c'est la coque ou la couronne."
exhalant,FRA,"Ce n’est qu’une heure plus tard, ou demain, ou dans un an, à la prochaine saison des pluies ( le temps, ici, ne compte pas) que viendront s’ébrécher les murmures aux touffes de gentiane ou de genévrier exhalant leurs dorures d’alchimie, trappes ou rejets, miroirs inachevés en germe, mutilés comme dans l’ombre ultime…"
exhalant,FRA,"L’eau pénètre dans un sac olfactif par un canal ( sillon inhalant) , passe sur l’épithélium olfactif plissé ( ces replis des lamelles olfactives disposées en rosette permettent d’augmenter la surface d’échange avec les molécules odorantes) où l’odeur est détectée puis elle ressort par le sillon exhalant."
exhalant,FRA,"Ils se tenaient tous les deux sous les arbres du domaine des paysans, ils pleuraient tous les deux comme deux enfants de ne pouvoir vivre leur amour librement, leurs larmes qui s’entremêlèrent, arrosèrent une graine d’oranger qui poussa aussitôt sur l’instant et essaya de consoler les deux amoureux en exhalant son parfum orange et solaire."
exiles,FRA,"a l’heure de la venue du Machiarh et du rassemblement de tous les exiles, nos disparus aussi seront parmi nous dans la Jerusalem Retrouvee comme n’ont cesse de le clamer tous nos prophetes."
exiles,FRA,c vrai que c plus facile de taxer les fraudeurs qui halèrent que cx qui sont exiles fiscaux
exonérait,FRA,"Secundo, le candidat avait promis du vent : votée dans l'urgence dès juillet 2007, la loi TEPA exonérait les heures supplémentaires d'impôt et de cotisations sociales."
exorbité,FRA,"Cortex gardait l'oeil grand ouvert, limite exorbité."
exothermique,FRA,"En hiver, on inverse la réaction en humidifiant les sels: la réaction est alors exothermique, produisant de la chaleur qui peut servir directement à chauffer une maison."
exothermique,FRA,D’ailleurs les explosions hydrogène provenaient probablement de la réaction zirconium-eau qui est très exothermique et donc fait monter la température permettant d’atteindre la fusion du cœur. »
exothermique,FRA,"Dans ce cas tu peux imaginer un garbage processor exothermique, t'enrouler de papier alu, ou te foutre un radiateur dans"
expansifs,FRA,"Sarah l'Anglaise : « Les Toulousains sont très expansifs, ils parlent et rient beaucoup »."
expansifs,FRA,"Et ces ouvriers, taiseux ou expansifs, coléreux ou un brin neurasthéniques, la plupart attachants."
expansé,FRA,"Les premiers plans sociaux interviennent en 1987, rebaptisés ""départs volontaires"" ou pré-retraite anticipée, etc. A la fin des années quatre-vingt dix, les unités de polyéthylène et polystyrène expansé migrent du site chimique vers le vapocraqueur de l'Aubette."
expansé,FRA,"Des unités de pétrochimie nouvelles apparaissent : l'usine de caoutchouc TR/Kraton en 1976, l'unité de polystyrène expansé en 1980, de polypropylène en 1982 et le polychlorure de vinyle (PVC) en 1983."
expansé,FRA,"Les frères qui se disent en ""polystyrène expansé"" (sic) et plus ou moins invincibles se voient confier une mission : puisqu'ils sont inséparables, jouer les siamois, et pour 10.000 euros, rester collés-serrés pendant deux jours dans un t-shirt et un pantalon deux places..."
expansé,FRA,"Et quand tout s’arrête, durant quelques secondes, l'espace en un débordement soudain, emplit le silence expansé puis comprimé, comme coeur tonnant trop gros pour la place laissée entre ces deux poumons, -""Et puis, c'est comme s'il avait vidé le fond d'un verre d'un coup de succion puissant sur la paille coudée""-."
explicitant,FRA,"Ils parlent aussi d'une ""intégration des migrants en explicitant les droits et les devoirs""."
explicitant,FRA,"Le député socialiste Dominique Raimbourg devait, en revanche, présenter des amendements explicitant davantage la mention au génocide arménien de 1915."
expliquerez,FRA,Vous m’expliquerez ?
expliquerez,FRA,"Mais si ces bébêtes s’en prennent à mon caméraman à l’aérodrome, ou que des hordes entières de leurs congénères se mettent à envahir les rues, vous expliquerez pourquoi vous avez refusé de lever le petit doigt, bien qu’au courant ! »"
expliquerez,FRA,"Vous commencerez par présenter la problématique dans une introduction de 10 lignes, puis vous exposerez un developpement en 3 parties dans lequel vous expliquerez vos arguments, enfin, vous terminerez par une conclusion de 10 lignes…"
expliquerez,FRA,"vous nous expliquerez le papier de Thevenet, un de ces jours?"
exploiteront,FRA,Les autres croyants n’exploiteront pasla confession.
exploiteront,FRA,"Ou est-ce que ceux qui connaissent vraiment le monde digital deviendront tellement riches que c’est DINGUE et exploiteront les “gens offline” pour leur manque de connaissances sur le sujet à mort, devenant ainsi de suite les leaders du future de la Nouvelle Ordre?"
expulsez,FRA,"J'ai aussi dit au min de l'information ""la prochaine fois que vous expulsez des journalistes, envoyez leur quelqu'un qui parle anglais"""
expédia,FRA,Un exercice que cette fois le NRMV expédia avec autorité devant des Ajacciens qui se conteront du point pris (15-10).
expédia,FRA,"En 1524, Hernán Cortès expédia à Charles Quint une cargaison de fèves de cacao."
expéditrice,FRA,"- Des cookies bien chocolatés à souhait (qui ne sont pas arrivés sous forme de muesli, comme le redoutait ma chère expéditrice – le facteur a été précautionneux !)."
expérimenta,FRA,"blogvie.com	2011/04/15	3	0	Par ailleurs, si le résultat obtenu est conforme aux calculs préétablis, on le transforme en loi scientifique qui n’est pas celle de la nature, mais celle de l’esprit humain, un phénomène crée dans le rapport entre la théorie (les mathématiques) et la technologie (l’expérimentation)."
expérimenta,FRA,"Il expérimenta ses calculs dans un laboratoire, et il finit par créer l’ampoule."
expérimenta,FRA,"Seulement, que l’expérimentation nous permette de comprendre les lois naturelles, ou bien, qu’elle soit constructive (c’est-à-dire celle de la phénoménotechnique), il y a toujours un point qu’on néglige souvent, mais qui, me semble t-il est extrêmement important en science, c’est l’erreur[3], la réfutabilité potentielle de toutes théories scientifiques."
extasiant,FRA,"Ses disciples l’examinaient en s’extasiant, ils la conservaient ensuite dans un sac de cuir noir."
extasiant,FRA,"Personnellement, j’ai déjà été rapidement calmée lors d’un moment shopping en tête à tête où, m’extasiant devant une pièce ma foi très intéressante à mes yeux, l’homme ne s’exprime qu’à travers un “mwouais” ou “pff, t’es sûre?”, ou encore “je sais paaas, c’est spécial”."
extasiant,FRA,"Il y a cinq ans, je ruinais ma santé et mon moral en extasiant mes neurones à coup de 14 heures de boulot par jour tout en me disant PLUS JAMAIS!!!!"
exterminons,FRA,"Certaines des personnes les plus honnêtes l’ont reconnu, comme John Quincy Adams, qui était l’un des grands stratèges de l’expansionnisme – le théoricien de la Destinée manifeste, etc. À la fin de sa vie, longtemps après ses propres crimes, il se lamentait sur le sort de ceux qu’il appelait « la malheureuse race des indigènes américains, que nous exterminons sans pitié et avec une perfide cruauté »."
exterminons,FRA,"Dans ce cas interdisons mariage, événement sportif, etc. Puis les gens qui sourient exterminons les aussi!"
exterminée,FRA,Humane Society serait exterminée comme une horde d’assassins.
exterminée,FRA,"Pour Orisian, dernier thane de la lignée Lannis disparue, le moment n’est pas venu de porter le deuil de sa famille sauvagement exterminée par les armées de l’envahisseur."
extirpant,FRA,M’extirpant le tout dernier pas
extirpant,FRA,"« - Avec un vampire lambda, ça aurait marché … » dit-il en extirpant de sa poitrine la balle d’argent."
extirpant,FRA,"Accusant le coup, Giaz mit quelques secondes avant de commencer à se relever, s’extirpant de sous Jeremiah."
extirpée,FRA,Je me suis extirpée fort peu élégamment de mon lit et me suis aperçue que...ma miss était la fautive.
extirpés,FRA,"Chez les messieurs, quatre Bleus se sont extirpés des qualifications : Sylvain Miaillier (9e), Jean-Frédéric Chapuis (14e), Yann Dumax-Baudron (22e) et Jonas Devouassoux (31e)."
extorquées,FRA,"Pour éviter la contagion du Printemps arabe, et mettre un coup d’arrêt aux réformes extorquées au roi Mohamed VI, certains au sein du gouvernement auraient organisé l’attentat de Marrakech."
extorquées,FRA,"Pour la défense en revanche, les mises en cause d'Yvan Colonna ont été extorquées sous la «pression» de la police, qui aurait soupçonné le berger plusieurs mois avant l'arrestation de ses complices présumés."
extorquées,FRA,"Deux de ses parents et plusieurs personnes arrêtées ont fait des déclarations fondamentales à la charge des assassins mais se sont rétractés, deux jours après, en soutenant qu'elles leur avaient été extorquées par la torture."
extracteurs,FRA,"En quelques lignes; un groupe de voleurs (« extracteurs ») est capable de s’introduire dans les rêves et donc le subconscient de leurs victimes pour y subtiliser l’(es) idée(s) enfouie(s) au plus profond de leur inconscient, ou bien d’y déposer une suggestion qui paraîtra, au réveil du patient, relever de la plus sereine évidence intime."
extraira,FRA,"Du compte-rendu d’Oberlin on extraira aisément, et malgré l’anachronisme, les critères diagnostiques de la psychiatrie : états d’excitation atypique (dès la première nuit on le retrouve dans l’eau du bassin ; il s’enduit le visage de cendres ; il s’enfuit, court dans toutes les directions) ; idées délirantes (conviction que son amie est morte ; tentative de résurrection d’une enfant morte portant le même prénom que cette amie) ; hallucinations probables (apparitions d’anges dans le ciel, ou de « hiéroglyphes » montrés du doigt) ; signes de discordance (éclats de rire soudains ; paroles très violentes dites « sans le moindre émoi » voire « sur un ton aimable » ; phrases « incomplètes » ou « hachées », cris : « Ah !…Ah !… Réconfort divin…ah…divin… »)."
extrapolent,FRA,"Tsé des fois, les gens extrapolent, se disent qu'ils seront originaux..et oublient à qui ils offrent."
extrapolent,FRA,"Aux questions portées sur le caractère contemporain du mouvement artistique, il offrit l'angle singulier des toiles qui isolent, démultiplient et extrapolent certains motifs aborigènes puissants, et donnent ainsi un effet nouveau de vibration, d'ondulation, de profondeur."
extrapolent,FRA,"RT : Mais Montpellier ""des bandes ultraviolentes"" ils extrapolent pas trop le truc sérieux"
extrême-orientale,FRA,"Au moyen de 7 « lois » et des 12 « théorèmes » qui en découlent, Ohsawa veut résumer les principes qui, selon la cosmologie extrême-orientale, constituent « l’ordre de l’Univers », c’est-à-dire, le fonctionnement du monde manifesté."
extériorisé,FRA,"Alors pris en charge par les gendarmes du Rhône, Toufik n’aurait pas extériorisé de quelconque traumatisme après ces 24 heures pendant lesquelles il a été “coupé” du monde."
extériorisé,FRA,"Ce film fantastique intimiste venu d'Allemagne va prendre comme argument le thème du voyage temporel (à moins que tout ceci n'était qu'un cauchemar extériorisé !?) afin d'élucider le choix affectif des protagonistes tourmentés et meurtris, douloureusement rongés par la mort de leur fille de 7 ans."
exécutera,FRA,"Le lendemain à la même heure, c'est la culture slave qui prendra le pouvoir, avec l'ensemble russe Troïcka, qui exécutera danses, chants et musiques traditionnelles."
exécutera,FRA,"JPP : Jephté, pour être fidèle à la promesse « qu’il a faite devant le Seigneur » exécutera son enfant de ses propres mains."
exécutera,FRA,"Evidemment, une cellule ne peut pas déterminer elle-même quelle fonction elle exécutera à l’avenir et changer sa structure par sa propre volonté."
exécutera,FRA,"« Emprunter les transports en commun », ça voulait dire prendre un bus qui sera arrêté trois fois par l’armée israélienne, qui, chaque fois, exécutera un contrôle des papiers de l’ensemble des passagers et, chaque fois, en fera descendre quelques uns, interdits de poursuivre leur voyage."
exécutera,FRA,"Sufjan Stevens nous invita même à ""move with your mind"" sur un ton assez sérieux, tandis qu'il exécutera des danses un peu suspectes (on va résumer ça à un mime cubique) sur I Walked."
exécutera,FRA,"Il exécutera des travaux d’intérêt général le temps nécessaire pour repeindre avec soin, la façade de la Maison de la Culture, de jolies fleurettes multicolores car tout le monde s’accorde à dire que le bâtiment est bien terne et la ville de banlieue a besoin de couleurs."
exécutez,FRA,"chacune des femmes mises en histoire, un moniteur sur lequel vous exécutez dans des boucles de 250 à 300 photos faire les meilleurs choix prises au cours de la session du portrait."
exécutoires,FRA,"Rappelant que « l'astreinte a déjà été ordonnée et est exécutoire », Me Pasquale Vittori a dénoncé « le comportement fautif » d'Air France en n'appliquant pas les décisions « exécutoires de droit » du 29 septembre et du 25 octobre prononçant la requalification et l'astreinte et qui lui ont été notifiées par le greffe."
exécutoires,FRA,wordpress.com	2011/06/27	3	0	Ne pouvant me rabattre sur mes deux exécutoires préféré je vais devoir une nouvelle fois me défouler sur des sujets d’actualité avec le battoir de ma mauvaise fois.
exécutoires,FRA,Les lois et autres actes du Corps législatif et de l’Assemblée Nationale seront rendus exécutoires par leur promulgation et leur publication au Journal Officiel de la République.
exécutoires,FRA,Les jugements rendus n’étaient susceptibles d’aucun recours ou pourvoi en cassation ; ils étaient exécutoires immédiatement.
exécutoires,FRA,- Les décisions du Conseil de Prud’hommes relatives à la requalification du CDD en CDI sont exécutoires par provision.
exécutons,FRA,"En conséquence nous nous exécutons et laissons nos vieux vêtements chauds avant de nous orienter en tenue légère en direction des portes grillagées situées à 200 mètres, faisant office d’entrée de sas."
exécutons,FRA,"Nous exécutons toutes ces choses automatiquement, sans aucune pensée consciente, puisque Dieu nous a créés parfaitement."
exécutrice,FRA,"Estep, Jennifer : L’exécutrice T2 (PAL)"
exécutrice,FRA,"Elle est l’exécutrice des vampires, mais les Arlequin ont le pouvoir de la juger et de l’exécuter, elle !"
exégète,FRA,Eminent exégète et élève de ibn ‘Abbâs 66-146 H.
exégète,FRA,"La décision fit des remous, certains abjurèrent même l’Islam, d’autres accusèrent Muhammad de chauvinisme, comme en témoignent les traditions rapportées notamment par l’exégète Tabarî (cf Etudes Arabes 1988, pp.49-53) ."
exégète,FRA,"Toiles, gouaches et eaux-fortes offrent au visiteur une vision singulière de la Bible, Chagall, plus que peintre se fait exégète ; son œuvre n’est pas une simple illustration, il s’agit d’une lecture orientée du texte sacré, il existe un réel parti pris analytique."
fabricante,FRA,"Discrète, Guadalupe Barbier, fabricante de macarons à Marcillac-Lanville, fait saliver les gourmets avec ses spéculoos."
fabricante,FRA,"« On fait partie des meubles qu'on montre comme symbole du patrimoine mais la crise peut nous balayer comme un fétu de paille », prévient cette femme qui se définit plus comme « fabricante de soieries que comme chef d'entreprise »."
fabriquerais,FRA,Je fabriquerais un petit Tanguy si je n'y prends pas trop garde.
fabriquerais,FRA,"Je lui fabriquerais des petits vêtements, je l'appellerais Popo, et ça deviendra mon nouvel ami imaginaire !"
factoriser,FRA,"Tag der deutschen Einheit, je vais factoriser et rassembler ces méthodes isolées."
fainéantes,FRA,"A noter qu’un lecteur, dans sa grande bonté (merci à lui), a mis au point une petite application pour Android gratuite qui permet aux gougnafiers que vous êtes de pouvoir accéder aisément à ce site depuis votre formidable smartphone (ou ordiphone, si je suis lu par des membres de l’Académie Française pointilleux) ; ainsi, le jour où vous souhaiterez draguer Sylvie de la compta, vous pourrez énoncer moult bonnes raisons pour lesquelles on peut qualifier les chats d’étrons duveteux d’un simple coup d’oeil sur votre écran tactile, ce qui l’amènera à vous gifler, tant elle adore ces petites créatures piailleuses et fainéantes."
fainéantes,FRA,"Au chapitre 3 du deuxième livre de son maître ouvrage suscité, qui s’intitule fort à propos « Du travail productif et du travail non productif, de l’accumulation du capital », Adam Smith passe un long moment à distinguer les classes laborieuses, qui produisent de la richesse, et les classes fainéantes, qui n’en produisent point."
faisandé,FRA,"Bref pour Jeune Bretagne, encore une fois on nage dans un surréalisme faisandé de bouffonneries visuelles pour tenter d’intéresser le quidam à leur patchwork d’idées minables."
faisandé,FRA,faisandé ?
faisandé,FRA,"un bon cougar se consomme légèrement faisandé ! mais là on passe catégorie jaguar, c'est vrai"
faiseuses,FRA,"Au rayon des « faiseuses de tubes », il n'y a bien que Rihanna pour faire de l'ombre à celle qui a annoncé son retrait temporaire de la chanson, après une opération des cordes vocales."
faiseuses,FRA,"Enfin si, mais la manière de faire, elle vient de Parole de pâte, une mine d'or... que dis-je de diamant pour les faiseuses (et faiseurs, oui, oui) de pâte polymère !"
faix,FRA,"Si le Roi ennuyé des abus qui se commettent dans la levée des tailles, des aides et des gabelles, et dans toutes les autres sortes d'impôts qui composent ses revenus ; de tant d'affaires extraordinaires qui abîment l'État, de tant de traitants qui non contents de le piller par mille voies indirectes, exercent encore sur lui-même une usure insupportable et se replissent de biens à regorger par de mauvaises voies, tandis que le pauvre peuple périt sous l'accablement du faix."
faix,FRA,"Mais si dimanche prochain je faix faux bond, Dorothée, Leïla, Hughette et les autres prendront le TGV le 12 pour une ville du centre de la France (détails ultérieurement)."
faix,FRA,Des faix
faix,FRA,"Dans mon village natal, sur les hauts coteaux des serres du Vivarais (Ardèche), la vigne était cultivée jusqu’à 500 mètres d’altitude dans d’arides et étroits petits lopins de terre familiaux appelés faïsses (récolte portable dans le faix d’une seule personne)."
familiarisé,FRA,"Se concentrer sur une ou deux paires de devises, être familiarisé avec les outils de trading (gestion du risque, placement des ordres, etc.), vérifier la régularité des spreads (c'est-à-dire les écarts entre le prix offert et le prix demandé) et avoir assimilé les différents mécanismes des marchés des changes."
familiarisé,FRA,"Trois points pour David Habib : la jeunesse, l'appartenance à un canton du Nord-Est et être familiarisé avec certains thèmes comme la santé et la famille, le jeune maire de Thèze, David Duizidou, remplissant toutes ces conditions pour lui succéder."
familiarisé,FRA,"C'est en discutant avec eux que je me suis familiarisé avec leur univers. »Si le succès est au rendez-vous, et Éric Derudder y croit dur comme fer, davantage de dons pourront être effectués à des associations."
familiarisé,FRA,"Le concept « drive » séduit donc naturellement les couples actifs, les femmes enceintes, celles qui ont des enfants en bas âge, et plus largement le public familiarisé avec l'outil internet..."
familiarisé,FRA,"Et qui s’était déjà familiarisé, surtout, avec les différents systèmes de jeu du coach Pierre Vincent."
familiarisé,FRA,"Pour comprendre ce geste, il est nécessaire de comprendre les objets et les événements premier niveau) mais surtout d'être familiarisé par les pratiques de ces objets et de ces événements."
familiarisé,FRA,"Le lecteur notera que le recours à ces avions est courant lors d’opérations militaires ou de conflits, donc on admettra que l’observateur est un tantinet «familiarisé» avec ces appareils."
familiarisé,FRA,"Le désespoir de Ros-Lehtinen, de Mack et autres officiants de cette cérémonie, incompréhensible pour qui n’arpente pas les couloirs du capitole et n’est pas familiarisé avec sa faune, est directement issu de l’idéologie fascisante de l’extrême droite du Sud de la Floride."
familiarisé,FRA,"1/ je me suis familiarisé avec les transports et en famille japonaise, c'était coool"
familiarisé,FRA,"Le lecteur familiarisé des préfaces et essais de King connaît les charmes de leur style décontracté: modeste et plus comique qu'à l'ordinaire, cet auteur n'y a de cesse de se présenter sous la figure d'un simple artisan, assez conscient de ses limites, et ne tarissant pas d'enthousiasme pour le travail des autres."
familiarisé,FRA,"Durant le séjour de Turing à Princeton en 1936-37,von Neumann s’était familiarisé avec l’œuvre scientifique du jeune homme."
familiarisé,FRA,un big merci au fait ;) je trouve ça joli mais pas encore familiarisé...
familistère,FRA,"“: #TPDP Créons des startups en famille ! #BackToBasics Vive l'amour, vive les geeks et vive l'emploi :-)” Un familistère !"
fantasmaient,FRA,"Si autrefois les adolescents fantasmaient sur les photos des pages de lingerie du catalogue de La Redoute, c'est une tout autre histoire de photo qui a enflammé internet hier."
fantasmaient,FRA,"Selon un ancien analyste, qui a quitté son agence en 2008, c'est même devenu un défaut: «Les personnes extérieures fantasmaient sur notre pouvoir."
fantasmaient,FRA,...fantasmaient sur Brigitte Lahaye durant leur jeunesse!
fantasmez,FRA,"Et étant une lectrice assidue de notre blog, elle m’a réclamé il y a peu la chronique de son chouchou, Kyrian – et pour celles qui pensaient que ce serait Zarek avec son passif en Alaska, M-No (oui, je l'appelle comme ça la Mère Noëlle, on est trop copines) a un message pour vous : ""Vous fantasmez peut-être sur le beau brun coincé entre deux congères de glace, mais moi, j’ai envie de la moiteur de la Nouvelle-Orléans !""."
fantasmez,FRA,#CestPasParceque Vous fantasmez sur Justin Biberon que vous ferez votre vie ensemble
fantasmez,FRA,Donc fantasmez si vous voulez mais arrêtés de rêver XD est à moi <3
fantasmés,FRA,Elle examine Gabriel Iacono à la demande de ses parents pour “savoir si les viols dont il parlait étaient réels ou fantasmés”.
fantasmés,FRA,"Comme dans toute bataille, il y aura des perdants et ceux-ci verront disparaître leur souveraineté fiscale, non pas du fait des charmes fantasmés des paradis fiscaux, mais à cause de leur impréparation à affronter le nouveau visage de la guerre économique."
fantasmés,FRA,"Les clubs de sport se vendent comme permettant de transformer un corps que l’on rejette en un idéal, celui des mannequins, hélas souvent un corps privé de tout (nourriture et rondeurs) et modifié artificiellement (ce qui est la plus complète négation du corps, puisque l’on préfère de l’artificiel à ce que l’on a naturellement, en guise de corps) pour correspondre aux corps fantasmés féminins et masculins (quitte pour cela à user de moyens qui ne respectent pas le corps dans son intégrité : chirurgie, électro-stimulation, etc)."
fantasmés,FRA,"des Jourdain fantasmés et dont on aima l'eau,"
fantasmés,FRA,"Au bout de ce ruban d'asphalte, la Slovenie, la Croatie, le Monténégro et la Bosnie tant fantasmés pendant l'année."
fantastiquement,FRA,"Bon, tout ça n’est pas fantastiquement glamour ni très encourageant."
fantastiquement,FRA,C’est bientôt Noël : le père Noël pourrait bien nous apporter un contrôle mondial fantastiquement orchestré si nous ne faisons pas nous-même notre liste de souhaits
fantastiquement,FRA,"Vous détestez entendre sonner votre réveil: si vous ne vous réveillez pas chaque matin fantastiquement heureux d’être en vie, vous vivez probablement sous le contrôle de quelqu’un d’autre."
fantastiquement,FRA,"D’abord et principalement parce que c’est quand même fantastiquement génial de croiser en 30 minutes (quand y’a pas trop d’embouteillages hein…) tous les plus beaux monuments du monde, il y a bien sûr la tour eiffel (what else?) mais aussi le musée d’orsay, le pont des arts, l’arc de triomphe (en voiture je le vois jamais, je ferme les yeux tellement j’ai peur … heu… quand je conduis pas hein …), l’Opéra garnier, le sacré coeur et j’en passe … Et tout ça, de nuit, c’est juste … WOUAAAAAAAAAAAAAAAAAAAH !!!"
fantastiquement,FRA,"Ceci dit, c'est fantastiquement flippant."
fantastiquement,FRA,En fait cest fantastiquement depaysant.
faquins,FRA,Accords de faquins.
fardée,FRA,"Je ne me reconnaissais plus après m’être fardée, habillée et après avoir relevé mes cheveux."
fardée,FRA,"Parce qu’ils en sont là ces chacals et ces hyènes, amants de la Mémé Moire, veille putain fardée qui ne fait plus bander qu‘eux."
fardée,FRA,"La cérémonie d’investiture, c’est un apparat Bling Bling où il y a une surpopulation de glands au m2 ovationné par des cireurs de pompe à la dévotion fardée."
fardée,FRA,"Dans certains cas, c’est vrai mais il ne faut pas non plus généraliser car il y a certainement plus d’emprise dans le système médical à la vocation fardée que chez des marginaux qui font exactement la même chose que les premiers sans le consentement de la bienséance."
fardée,FRA,et super mal fardée en plus non ?
fardée,FRA,Lecture du jour : La femme fardée de Françoise Sagan.
fardée,FRA,"à ciel pommelé, femme fardée souvent de courte durée..."
farinés,FRA,Mettre dans les moules beurrés et farinés.
farinés,FRA,"Abaisserla pâte sur une surface farinée, la diviser pour la déposer dans 8 moules à tartelettes beurrés et farinés de 8cm de diamètre."
farinés,FRA,"4) Déposez sur la pâte les différents morceaux de carton (farinés) et à l'aide d'un couteau, coupez les morceaux de votre maison."
farinés,FRA,Mélangez le tout avec les mains farinés sans trop pétrir la pâte.
fascinaient,FRA,"Une manière de continuer à tracer son sillon, elle qui fut une icône du petit écran dans les années 1980, dont les yeux bleus et les pulls angora fascinaient autant les spectateurs que ses interviews musclées."
fascinaient,FRA,"Pour la dernière, je termine avec Numéro 1, un jour de fête de famille où il a découvert une collection d'escargot qui le fascinaient et pour lesquels il a inventé un vrai parc de jeux avec parcours d'obstacles, course, etc. J'aime sa curiosité, j'aime sa (parfois trop) grande capacité à faire des liens logiques, j'aime son visage qui s'illumine quand il découvre/comprend quelque chose."
fascinaient,FRA,"expressions inhabituelles, les tournures rares le fascinaient."
fascinaient,FRA,"Il était devenu ornithologue parce que les oiseaux le fascinaient, mais il aurait bien pu devenir éthologue ou herpétologue."
fascinaient,FRA,Je me suis demandée pourquoi ces lectures me fascinaient tant.
fascines,FRA,a un moment j'ai meme cru qu'il allait gouter le contenu tellement ils avaient l'air fascines...
fascines,FRA,Tu me fascines Sarah...
fashionable,FRA,"pas du tout, c'est juste que tu pousses le marketing à du fashionable branding :D"
fatum,FRA,"Si ce mouvement né d'une initiative new-yorkaise de l'association canadienne Adbusters (l'équivalent de nos antipubs français) a pris consistance aussi vite, c'est, outre la récession, grâce aux modèles fournis quelques mois plus tôt par les ""printemps arabes"" et les ""indignés"" sud-européens : des modèles qui ont suffi à faire voler en éclats le mythe de l'impuissance populaire et du fatum économique et à rappeler la puissance de déstabilisation qui peut être celle d'un mouvement populaire transversal."
fatum,FRA,"Loin des temps où ils furent passionnément gaullistes ou antigaullistes, les Français plébiscitent un symbole d'altitude, de probité, de sens de l'honneur, de défi au fatum."
fatum,FRA,"Seul Baudelaire (qui aura à subir la même année les assauts répétés du procureur Pinard à propos des Fleurs du Mal, notons qu'il utilisera l'argument de l'architecture complexe de l’œuvre qui seule donne au recueil toute sa portée, malheureusement contrairement à Flaubert il perdra son procès) a perçu dans sa lecture cet ensemble qui fait sens et permet la mise en place d'un certain fatum."
fatum,FRA,Il pourrait être par excellence le type du héros tragique antique poursuivi par le fatum ou celui du héros romantique condamné d'avance par le destin.
fatum,FRA,"Dans le célibat choisi, l'exercice de la sexualité génitales et la procréation ne sont plus vécus comme une nécessité pour les individus ; ne sont plus ressentis comme une fatalité, au sens de ""fatum"", de destin impersonnel."
fatum,FRA,#fatum les 1er rush en avant premiere!
faucheux,FRA,"On retrouve dans Papillon de nuit Lew Griffin, le privé noir que Sallis a créé dans Le faucheux."
faucheux,FRA,"Quant aux oreilles, Jazz à Tours et le Petit faucheux ont vu les choses en grand, avec un programme lui aussi magique."
faucheux,FRA,"Les faucheux, y'en a pas encore des masses !"
faussets,FRA,et aussi La Tartiflette resto de fromages 5 rue des faussets le Vieux Bordeaux 05 56 81 04 87
faussets,FRA,"Dans le Vieux Bordeaux LA Tartiflette 5 rue des faussets 05 56 81 04 87 des fromages français, vins de Savoie, desserts maison"
faustien,FRA,"Aujourd’hui on peut mieux comprendre les étapes de l’homme faustien, puisque l’humanité se pose plus de questions sur ce à quoi sert la science, le savoir, la maîtrise du monde."
faustien,FRA,"-Alors: y a-t-il eu un pacte faustien pour que dans les bons temps, avec la santé des profits il se puisse garantir l’investissement dans l’éducation et la santé, ne posions-nous pas trop de questions ?"
faustien,FRA,"Elle s’attache surtout à décrire le parcours « faustien » de son compagnon, expliquant sa trajectoire artistique concomitante à l’affirmation de son homosexualité, avant et après leur rupture."
faustien,FRA,Pire que le deal faustien.
faux-filet,FRA,"Bourguignon, faux-filet, lapin chasseur, langue ou p'tit salé..., le cuistot n'a pas de préférence."
faux-filet,FRA,Ce soir avec un bon faux-filet je décide de laisser mon amie choisir un vin rouge.
faux-filet,FRA,Je bois une despé en mangeant un faux-filet charal
fayoter,FRA,J'peux même pas fayoter correctement veut pas me répondre !
fayotte,FRA,"Aurélie, un rien fayotte, les aidera d'ailleurs."
fayotte,FRA,"(Non, je ne suis pas une fayotte, c'est vraiment très bien, même que je l'ai lu d'une traite en pouffant tellement c'est drôle)"
fayotte,FRA,Je vois que ça touitte et fayotte a fond?
fayotte,FRA,"Aujourd'hui, je vais suivre tes conseils de fayotte, ça va m'occuper pendant la formation.rtf"
feignait,FRA,"A Matignon, on feignait l’indifférence face à ces querelles parisiennes."
feignait,FRA,"Curtis, à l'opposé des peoples de l'émission de frederic Lopez, ne feignait pas, pour le spectacle la douleur de quitter des inconnus côtoyés à peine quelques jours, à grand renfort de larmes."
feignait,FRA,Il feignait de ne pas me regarder
feignait,FRA,"Lui, il était là, il feignait de donner l’impression d’être un grand connaisseur."
